Photovoltaikenergieeinspeisung in Gesamt;;;;
;58;920;867;
;59;920;876;
;60;920;694;
;61;668;734;
;62;668;567;
;63;668;546;
;64;668;457;
;65;363;388;
;66;363;293;
;67;363;255;
;68;363;156;
;69;97;118;
;70;97;77;
;71;97;38;
;72;97;19;
;73;1;6;
;74;1;1;
;75;1;2;
;76;1;0;
;77;0;0;
;78;0;0;
;79;0;0;
;80;0;0;
;81;0;0;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
;93;0;0;
;94;0;0;
;95;0;0;
;96;0;0;
2010-03-17;1;0;0;
;2;0;0;
;3;0;0;
;4;0;0;
;5;0;0;
;6;0;0;
;7;0;0;
;8;0;0;
;9;0;0;
;10;0;0;
;11;0;0;
;12;0;0;
;13;0;0;
;14;0;0;
;15;0;0;
;16;0;0;
;17;0;0;
;18;0;0;
;19;0;0;
;20;0;0;
;21;0;0;
;22;0;0;
;23;0;0;
;24;0;0;
;25;5;0;
;26;5;0;
;27;5;4;
;28;5;28;
;29;163;79;
;30;163;140;
;31;163;189;
;32;163;254;
;33;611;340;
;34;611;437;
;35;611;534;
;36;611;663;
;37;1052;791;
;38;1052;881;
;39;1052;968;
;40;1052;1078;
;41;1360;1134;
;42;1360;1239;
;43;1360;1281;
;44;1360;1404;
;45;1524;1528;
;46;1524;1602;
;47;1524;1587;
;48;1524;1557;
;49;1503;1523;
;50;1503;1558;
;51;1503;1595;
;52;1503;1629;
;53;1382;1650;
;54;1382;1593;
;55;1382;1557;
;56;1382;1478;
;57;1167;1444;
;58;1167;1405;
;59;1167;1339;
;60;1167;1287;
;61;832;1153;
;62;832;1160;
;63;832;1100;
;64;832;917;
;65;442;792;
;66;442;709;
;67;442;578;
;68;442;398;
;69;108;289;
;70;108;176;
;71;108;95;
;72;108;39;
;73;0;14;
;74;0;6;
;75;0;3;
;76;0;0;
;77;0;0;
;78;0;0;
;79;0;0;
;80;0;0;
;81;0;0;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
;93;0;0;
;94;0;0;
;95;0;0;
;96;0;0;
2010-03-18;1;0;0;
;2;0;0;
;3;0;0;
;4;0;0;
;5;0;0;
;6;0;0;
;7;0;0;
;8;0;0;
;9;0;0;
;10;0;0;
;11;0;0;
;12;0;0;
;13;0;0;
;14;0;0;
;15;0;0;
;16;0;0;
;17;0;0;
;18;0;0;
;19;0;0;
;20;0;0;
;21;0;0;
;22;0;0;
;23;0;0;
;24;0;0;
;25;6;0;
;26;6;2;
;27;6;26;
;28;6;85;
;29;193;175;
;30;193;271;
;31;193;371;
;32;193;515;
;33;742;685;
;34;742;867;
;35;742;1005;
;36;742;1178;
;37;1259;1422;
;38;1259;1562;
;39;1259;1686;
;40;1259;1814;
;41;1598;1925;
;42;1598;2034;
;43;1598;2089;
;44;1598;2166;
;45;1735;2228;
;46;1735;2272;
;47;1735;2284;
;48;1735;2312;
;49;1588;2319;
;50;1588;2267;
;51;1588;2253;
;52;1588;2230;
;53;1348;2200;
;54;1348;2169;
;55;1348;2109;
;56;1348;2063;
;57;1075;2010;
;58;1075;1914;
;59;1075;1852;
;60;1075;1685;
;61;775;1571;
;62;775;1482;
;63;775;1330;
;64;775;1153;
;65;418;967;
;66;418;796;
;67;418;621;
;68;418;463;
;69;110;330;
;70;110;199;
;71;110;118;
;72;110;55;
;73;3;18;
;74;3;6;
;75;3;2;
;76;3;0;
;77;0;0;
;78;0;0;
;79;0;0;
;80;0;0;
;81;0;0;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
;93;0;0;
;94;0;0;
;95;0;0;
;96;0;0;
2010-03-19;1;0;0;
;2;0;0;
;3;0;0;
;4;0;0;
;5;0;0;
;6;0;0;
;7;0;0;
;8;0;0;
;9;0;0;
;10;0;0;
;11;0;0;
;12;0;0;
;13;0;0;
;14;0;0;
;15;0;0;
;16;0;0;
;17;0;0;
;18;0;0;
;19;0;0;
;20;0;0;
;21;0;0;
;22;0;0;
;23;0;0;
;24;0;0;
;25;5;0;
;26;5;1;
;27;5;20;
;28;5;76;
;29;129;148;
;30;129;238;
;31;129;266;
;32;129;318;
;33;349;394;
;34;349;455;
;35;349;486;
;36;349;547;
;37;591;609;
;38;591;677;
;39;591;743;
;40;591;839;
;41;816;891;
;42;816;966;
;43;816;1024;
;44;816;1113;
;45;999;1267;
;46;999;1371;
;47;999;1349;
;48;999;1310;
;49;1109;1424;
;50;1109;1438;
;51;1109;1565;
;52;1109;1576;
;53;1142;1610;
;54;1142;1652;
;55;1142;1599;
;56;1142;1626;
;57;1050;1574;
;58;1050;1582;
;59;1050;1498;
;60;1050;1488;
;61;774;1402;
;62;774;1329;
;63;774;1236;
;64;774;1146;
;65;435;1001;
;66;435;856;
;67;435;716;
;68;435;575;
;69;125;410;
;70;125;263;
;71;125;164;
;72;125;80;
;73;3;25;
;74;3;9;
;75;3;4;
;76;3;0;
;77;0;0;
;78;0;0;
;79;0;0;
;80;0;0;
;81;0;0;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
;93;0;0;
;94;0;0;
;95;0;0;
;96;0;0;
2010-03-20;1;0;0;
;2;0;0;
;3;0;0;
;4;0;0;
;5;0;0;
;6;0;0;
;7;0;0;
;8;0;0;
;9;0;0;
;10;0;0;
;11;0;0;
;12;0;0;
;13;0;0;
;14;0;0;
;15;0;0;
;16;0;0;
;17;0;0;
;18;0;0;
;19;0;0;
;20;0;0;
;21;0;0;
;22;0;0;
;23;0;0;
;24;0;0;
;25;0;0;
;26;0;0;
;27;0;3;
;28;0;19;
;29;73;41;
;30;73;62;
;31;73;95;
;32;73;132;
;33;199;193;
;34;199;180;
;35;199;223;
;36;199;281;
;37;332;356;
;38;332;448;
;39;332;569;
;40;332;669;
;41;464;624;
;42;464;620;
;43;464;651;
;44;464;710;
;45;596;698;
;46;596;772;
;47;596;816;
;48;596;770;
;49;722;866;
;50;722;917;
;51;722;913;
;52;722;1035;
;53;814;1075;
;54;814;1143;
;55;814;1136;
;56;814;1078;
;57;819;1202;
;58;819;1154;
;59;819;1145;
;60;819;1098;
;61;631;875;
;62;631;877;
;63;631;734;
;64;631;582;
;65;377;435;
;66;377;380;
;67;377;287;
;68;377;184;
;69;123;151;
;70;123;110;
;71;123;48;
;72;123;18;
;73;2;5;
;74;2;3;
;75;2;1;
;76;2;0;
;77;0;0;
;78;0;0;
;79;0;0;
;80;0;0;
;81;0;0;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
;93;0;0;
;94;0;0;
;95;0;0;
;96;0;0;
2010-03-21;1;0;0;
;2;0;0;
;3;0;0;
;4;0;0;
;5;0;0;
;6;0;0;
;7;0;0;
;8;0;0;
;9;0;0;
;10;0;0;
;11;0;0;
;12;0;0;
;13;0;0;
;14;0;0;
;15;0;0;
;16;0;0;
;17;0;0;
;18;0;0;
;19;0;0;
;20;0;0;
;21;0;0;
;22;0;0;
;23;0;0;
;24;0;0;
;25;7;0;
;26;7;0;
;27;7;1;
;28;7;6;
;29;149;22;
;30;149;34;
;31;149;42;
;32;149;72;
;33;367;112;
;34;367;150;
;35;367;190;
;36;367;242;
;37;578;304;
;38;578;306;
;39;578;353;
;40;578;419;
;41;781;485;
;42;781;533;
;43;781;604;
;44;781;638;
;45;946;725;
;46;946;704;
;47;946;646;
;48;946;581;
;49;1012;560;
;50;1012;582;
;51;1012;646;
;52;1012;659;
;53;939;768;
;54;939;789;
;55;939;772;
;56;939;872;
;57;761;944;
;58;761;923;
;59;761;859;
;60;761;796;
;61;546;780;
;62;546;655;
;63;546;683;
;64;546;752;
;65;337;641;
;66;337;492;
;67;337;411;
;68;337;326;
;69;135;237;
;70;135;154;
;71;135;107;
;72;135;50;
;73;1;18;
;74;1;5;
;75;1;1;
;76;1;5;
;77;0;0;
;78;0;0;
;79;0;0;
;80;0;0;
;81;0;0;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
;93;0;0;
;94;0;0;
;95;0;0;
;96;0;0;
2010-03-22;1;0;0;
;2;0;0;
;3;0;0;
;4;0;0;
;5;0;0;
;6;0;0;
;7;0;0;
;8;0;0;
;9;0;0;
;10;0;0;
;11;0;0;
;12;0;0;
;13;0;0;
;14;0;0;
;15;0;0;
;16;0;0;
;17;0;0;
;18;0;0;
;19;0;0;
;20;0;0;
;21;0;0;
;22;0;0;
;23;0;0;
;24;0;0;
;25;9;0;
;26;9;1;
;27;9;7;
;28;9;23;
;29;181;59;
;30;181;116;
;31;181;184;
;32;181;262;
;33;531;359;
;34;531;453;
;35;531;568;
;36;531;637;
;37;865;763;
;38;865;827;
;39;865;912;
;40;865;1015;
;41;1129;1049;
;42;1129;1175;
;43;1129;1300;
;44;1129;1303;
;45;1291;1234;
;46;1291;1260;
;47;1291;1221;
;48;1291;1287;
;49;1324;1362;
;50;1324;1386;
;51;1324;1290;
;52;1324;1248;
;53;1198;1214;
;54;1198;1180;
;55;1198;1201;
;56;1198;1294;
;57;947;1414;
;58;947;1326;
;59;947;1219;
;60;947;1286;
;61;639;1322;
;62;639;1188;
;63;639;1103;
;64;639;861;
;65;355;824;
;66;355;709;
;67;355;535;
;68;355;414;
;69;127;317;
;70;127;231;
;71;127;146;
;72;127;75;
;73;3;27;
;74;3;10;
;75;3;2;
;76;3;6;
;77;0;0;
;78;0;0;
;79;0;0;
;80;0;0;
;81;0;0;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
;93;0;0;
;94;0;0;
;95;0;0;
;96;0;0;
2010-03-23;1;0;0;
;2;0;0;
;3;0;0;
;4;0;0;
;5;0;0;
;6;0;0;
;7;0;0;
;8;0;0;
;9;0;0;
;10;0;0;
;11;0;0;
;12;0;0;
;13;0;0;
;14;0;0;
;15;0;0;
;16;0;0;
;17;0;0;
;18;0;0;
;19;0;0;
;20;0;0;
;21;0;0;
;22;0;0;
;23;0;0;
;24;0;0;
;25;14;0;
;26;14;3;
;27;14;26;
;28;14;66;
;29;256;130;
;30;256;227;
;31;256;337;
;32;256;455;
;33;724;603;
;34;724;771;
;35;724;932;
;36;724;1053;
;37;1226;1194;
;38;1226;1330;
;39;1226;1404;
;40;1226;1574;
;41;1679;1676;
;42;1679;1812;
;43;1679;1932;
;44;1679;2075;
;45;1992;2135;
;46;1992;2212;
;47;1992;2207;
;48;1992;2252;
;49;2070;2295;
;50;2070;2383;
;51;2070;2327;
;52;2070;2378;
;53;1922;2360;
;54;1922;2360;
;55;1922;2378;
;56;1922;2307;
;57;1589;2241;
;58;1589;2116;
;59;1589;1969;
;60;1589;1948;
;61;1140;1832;
;62;1140;1680;
;63;1140;1498;
;64;1140;1355;
;65;658;1176;
;66;658;996;
;67;658;833;
;68;658;649;
;69;229;496;
;70;229;354;
;71;229;220;
;72;229;124;
;73;6;53;
;74;6;22;
;75;6;6;
;76;6;7;
;77;0;0;
;78;0;0;
;79;0;0;
;80;0;0;
;81;0;0;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
;93;0;0;
;94;0;0;
;95;0;0;
;96;0;0;
2010-03-24;1;0;0;
;2;0;0;
;3;0;0;
;4;0;0;
;5;0;0;
;6;0;0;
;7;0;0;
;8;0;0;
;9;0;0;
;10;0;0;
;11;0;0;
;12;0;0;
;13;0;0;
;14;0;0;
;15;0;0;
;16;0;0;
;17;0;0;
;18;0;0;
;19;0;0;
;20;0;0;
;21;0;0;
;22;0;0;
;23;0;0;
;24;0;0;
;25;28;1;
;26;28;18;
;27;28;72;
;28;28;151;
;29;377;252;
;30;377;375;
;31;377;523;
;32;377;684;
;33;978;847;
;34;978;1003;
;35;978;1160;
;36;978;1324;
;37;1580;1471;
;38;1580;1614;
;39;1580;1719;
;40;1580;1889;
;41;2088;1991;
;42;2088;2099;
;43;2088;2184;
;44;2088;2257;
;45;2419;2302;
;46;2419;2358;
;47;2419;2445;
;48;2419;2482;
;49;2500;2510;
;50;2500;2495;
;51;2500;2496;
;52;2500;2482;
;53;2333;2445;
;54;2333;2447;
;55;2333;2345;
;56;2333;2300;
;57;1946;2222;
;58;1946;2139;
;59;1946;2073;
;60;1946;1982;
;61;1389;1863;
;62;1389;1714;
;63;1389;1561;
;64;1389;1414;
;65;795;1251;
;66;795;1078;
;67;795;900;
;68;795;709;
;69;274;544;
;70;274;380;
;71;274;251;
;72;274;143;
;73;6;63;
;74;6;24;
;75;6;8;
;76;6;8;
;77;0;0;
;78;0;0;
;79;0;0;
;80;0;0;
;81;0;0;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
;93;0;0;
;94;0;0;
;95;0;0;
;96;0;0;
2010-03-25;1;0;0;
;2;0;0;
;3;0;0;
;4;0;0;
;5;0;0;
;6;0;0;
;7;0;0;
;8;0;0;
;9;0;0;
;10;0;0;
;11;0;0;
;12;0;0;
;13;0;0;
;14;0;0;
;15;0;0;
;16;0;0;
;17;0;0;
;18;0;0;
;19;0;0;
;20;0;0;
;21;0;0;
;22;0;0;
;23;0;0;
;24;0;0;
;25;35;2;
;26;35;26;
;27;35;81;
;28;35;158;
;29;376;267;
;30;376;382;
;31;376;528;
;32;376;698;
;33;956;813;
;34;956;978;
;35;956;1167;
;36;956;1297;
;37;1548;1403;
;38;1548;1550;
;39;1548;1687;
;40;1548;1799;
;41;2055;1961;
;42;2055;2059;
;43;2055;2092;
;44;2055;2158;
;45;2377;2181;
;46;2377;2246;
;47;2377;2254;
;48;2377;2315;
;49;2420;2301;
;50;2420;2289;
;51;2420;2281;
;52;2420;2268;
;53;2198;2242;
;54;2198;2050;
;55;2198;2016;
;56;2198;1860;
;57;1765;1754;
;58;1765;1710;
;59;1765;1629;
;60;1765;1534;
;61;1228;1352;
;62;1228;1332;
;63;1228;1246;
;64;1228;1147;
;65;694;1051;
;66;694;969;
;67;694;873;
;68;694;695;
;69;249;519;
;70;249;353;
;71;249;211;
;72;249;121;
;73;9;52;
;74;9;19;
;75;9;5;
;76;9;6;
;77;0;0;
;78;0;0;
;79;0;0;
;80;0;0;
;81;0;0;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
;93;0;0;
;94;0;0;
;95;0;0;
;96;0;0;
2010-03-26;1;0;0;
;2;0;0;
;3;0;0;
;4;0;0;
;5;0;0;
;6;0;0;
;7;0;0;
;8;0;0;
;9;0;0;
;10;0;0;
;11;0;0;
;12;0;0;
;13;0;0;
;14;0;0;
;15;0;0;
;16;0;0;
;17;0;0;
;18;0;0;
;19;0;0;
;20;0;0;
;21;0;0;
;22;0;0;
;23;0;0;
;24;0;0;
;25;44;1;
;26;44;16;
;27;44;64;
;28;44;154;
;29;324;261;
;30;324;397;
;31;324;545;
;32;324;726;
;33;781;901;
;34;781;1107;
;35;781;1266;
;36;781;1374;
;37;1289;1512;
;38;1289;1680;
;39;1289;1756;
;40;1289;1823;
;41;1743;1970;
;42;1743;2044;
;43;1743;2216;
;44;1743;2294;
;45;2032;2364;
;46;2032;2422;
;47;2032;2450;
;48;2032;2427;
;49;2030;2398;
;50;2030;2401;
;51;2030;2391;
;52;2030;2317;
;53;1819;2274;
;54;1819;2246;
;55;1819;2160;
;56;1819;2052;
;57;1428;1911;
;58;1428;1747;
;59;1428;1541;
;60;1428;1378;
;61;857;1221;
;62;857;1047;
;63;857;727;
;64;857;597;
;65;396;527;
;66;396;385;
;67;396;275;
;68;396;230;
;69;121;147;
;70;121;91;
;71;121;42;
;72;121;25;
;73;8;9;
;74;8;4;
;75;8;1;
;76;8;2;
;77;0;0;
;78;0;0;
;79;0;0;
;80;0;0;
;81;0;0;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
;93;0;0;
;94;0;0;
;95;0;0;
;96;0;0;
2010-03-27;1;0;0;
;2;0;0;
;3;0;0;
;4;0;0;
;5;0;0;
;6;0;0;
;7;0;0;
;8;0;0;
;9;0;0;
;10;0;0;
;11;0;0;
;12;0;0;
;13;0;0;
;14;0;0;
;15;0;0;
;16;0;0;
;17;0;0;
;18;0;0;
;19;0;0;
;20;0;0;
;21;0;0;
;22;0;0;
;23;0;0;
;24;0;0;
;25;48;1;
;26;48;11;
;27;48;40;
;28;48;88;
;29;347;183;
;30;347;302;
;31;347;392;
;32;347;519;
;33;821;680;
;34;821;887;
;35;821;945;
;36;821;941;
;37;1277;1180;
;38;1277;1250;
;39;1277;1270;
;40;1277;1382;
;41;1641;1511;
;42;1641;1570;
;43;1641;1508;
;44;1641;1623;
;45;1858;1478;
;46;1858;1331;
;47;1858;1241;
;48;1858;1198;
;49;1928;1151;
;50;1928;1044;
;51;1928;1171;
;52;1928;1288;
;53;1800;1121;
;54;1800;1157;
;55;1800;1088;
;56;1800;1060;
;57;1474;1199;
;58;1474;1112;
;59;1474;999;
;60;1474;878;
;61;973;845;
;62;973;716;
;63;973;769;
;64;973;769;
;65;498;665;
;66;498;539;
;67;498;479;
;68;498;422;
;69;169;345;
;70;169;191;
;71;169;123;
;72;169;78;
;73;15;34;
;74;15;9;
;75;15;5;
;76;15;4;
;77;0;0;
;78;0;0;
;79;0;0;
;80;0;0;
;81;0;0;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
;93;0;0;
;94;0;0;
;95;0;0;
;96;0;0;
2010-03-28;1;0;0;
;2;0;0;
;3;0;0;
;4;0;0;
;5;0;0;
;6;0;0;
;7;0;0;
;8;0;0;
;9;0;0;
;10;0;0;
;11;0;0;
;12;0;0;
;13;0;0;
;14;0;0;
;15;0;0;
;16;0;0;
;17;0;0;
;18;0;0;
;19;0;0;
;20;0;0;
;21;30;0;
;22;30;1;
;23;30;4;
;24;30;12;
;25;176;23;
;26;176;35;
;27;176;44;
;28;176;64;
;29;430;114;
;30;430;169;
;31;430;229;
;32;430;284;
;33;795;373;
;34;795;433;
;35;795;435;
;36;795;521;
;37;1216;648;
;38;1216;616;
;39;1216;684;
;40;1216;830;
;41;1562;1006;
;42;1562;895;
;43;1562;966;
;44;1562;1150;
;45;1638;1187;
;46;1638;1085;
;47;1638;1260;
;48;1638;1334;
;49;1517;1220;
;50;1517;1341;
;51;1517;1319;
;52;1517;1266;
;53;1238;1177;
;54;1238;1270;
;55;1238;1262;
;56;1238;1149;
;57;866;1006;
;58;866;965;
;59;866;944;
;60;866;783;
;61;489;724;
;62;489;622;
;63;489;557;
;64;489;570;
;65;184;448;
;66;184;402;
;67;184;370;
;68;184;318;
;69;18;255;
;70;18;176;
;71;18;125;
;72;18;77;
;73;0;37;
;74;0;14;
;75;0;6;
;76;0;5;
;77;0;0;
;78;0;0;
;79;0;0;
;80;0;0;
;81;0;0;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
2010-03-29;1;0;0;
;2;0;0;
;3;0;0;
;4;0;0;
;5;0;0;
;6;0;0;
;7;0;0;
;8;0;0;
;9;0;0;
;10;0;0;
;11;0;0;
;12;0;0;
;13;0;0;
;14;0;0;
;15;0;0;
;16;0;0;
;17;0;0;
;18;0;0;
;19;0;0;
;20;0;0;
;21;0;0;
;22;0;0;
;23;0;0;
;24;0;0;
;25;0;0;
;26;0;0;
;27;0;1;
;28;0;2;
;29;26;5;
;30;26;26;
;31;26;63;
;32;26;86;
;33;163;120;
;34;163;164;
;35;163;229;
;36;163;308;
;37;409;388;
;38;409;441;
;39;409;555;
;40;409;685;
;41;628;698;
;42;628;738;
;43;628;799;
;44;628;891;
;45;789;1045;
;46;789;1104;
;47;789;1177;
;48;789;1158;
;49;883;1231;
;50;883;1221;
;51;883;1226;
;52;883;1229;
;53;950;1188;
;54;950;1073;
;55;950;1140;
;56;950;1181;
;57;924;1109;
;58;924;1144;
;59;924;1118;
;60;924;1074;
;61;804;1045;
;62;804;1007;
;63;804;942;
;64;804;889;
;65;629;822;
;66;629;749;
;67;629;666;
;68;629;636;
;69;404;565;
;70;404;506;
;71;404;450;
;72;404;368;
;73;166;280;
;74;166;263;
;75;166;179;
;76;166;111;
;77;15;66;
;78;15;23;
;79;15;7;
;80;15;5;
;81;0;0;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
;93;0;0;
;94;0;0;
;95;0;0;
;96;0;0;
2010-03-30;1;0;0;
;2;0;0;
;3;0;0;
;4;0;0;
;5;0;0;
;6;0;0;
;7;0;0;
;8;0;0;
;9;0;0;
;10;0;0;
;11;0;0;
;12;0;0;
;13;0;0;
;14;0;0;
;15;0;0;
;16;0;0;
;17;0;0;
;18;0;0;
;19;0;0;
;20;0;0;
;21;0;0;
;22;0;0;
;23;0;0;
;24;0;0;
;25;0;0;
;26;0;2;
;27;0;4;
;28;0;8;
;29;50;25;
;30;50;59;
;31;50;102;
;32;50;233;
;33;329;362;
;34;329;402;
;35;329;540;
;36;329;707;
;37;824;869;
;38;824;1010;
;39;824;1166;
;40;824;1319;
;41;1331;1464;
;42;1331;1585;
;43;1331;1733;
;44;1331;1887;
;45;1757;2018;
;46;1757;2105;
;47;1757;2150;
;48;1757;2190;
;49;2025;2249;
;50;2025;2276;
;51;2025;2290;
;52;2025;2313;
;53;1975;2305;
;54;1975;2270;
;55;1975;2213;
;56;1975;2208;
;57;1746;2125;
;58;1746;2024;
;59;1746;1981;
;60;1746;2035;
;61;1395;2042;
;62;1395;1932;
;63;1395;1792;
;64;1395;1640;
;65;992;1554;
;66;992;1392;
;67;992;1272;
;68;992;1202;
;69;568;1051;
;70;568;904;
;71;568;805;
;72;568;403;
;73;207;318;
;74;207;257;
;75;207;186;
;76;207;123;
;77;16;63;
;78;16;23;
;79;16;15;
;80;16;11;
;81;0;0;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
;93;0;0;
;94;0;0;
;95;0;0;
;96;0;0;
2010-03-31;1;0;0;
;2;0;0;
;3;0;0;
;4;0;0;
;5;0;0;
;6;0;0;
;7;0;0;
;8;0;0;
;9;0;0;
;10;0;0;
;11;0;0;
;12;0;0;
;13;0;0;
;14;0;0;
;15;0;0;
;16;0;0;
;17;0;0;
;18;0;0;
;19;0;0;
;20;0;0;
;21;0;0;
;22;0;0;
;23;0;0;
;24;0;0;
;25;0;0;
;26;0;1;
;27;0;2;
;28;0;3;
;29;59;12;
;30;59;61;
;31;59;94;
;32;59;150;
;33;380;232;
;34;380;296;
;35;380;384;
;36;380;478;
;37;866;592;
;38;866;694;
;39;866;792;
;40;866;890;
;41;1296;1024;
;42;1296;1143;
;43;1296;1319;
;44;1296;1348;
;45;1616;1359;
;46;1616;1361;
;47;1616;1498;
;48;1616;1450;
;49;1798;1399;
;50;1798;1343;
;51;1798;1498;
;52;1798;1482;
;53;1854;1327;
;54;1854;1342;
;55;1854;1384;
;56;1854;1376;
;57;1745;1312;
;58;1745;1300;
;59;1745;1233;
;60;1745;1232;
;61;1485;1187;
;62;1485;1128;
;63;1485;1045;
;64;1485;949;
;65;1147;908;
;66;1147;783;
;67;1147;703;
;68;1147;676;
;69;735;597;
;70;735;525;
;71;735;466;
;72;735;575;
;73;311;438;
;74;311;271;
;75;311;179;
;76;311;124;
;77;22;93;
;78;22;42;
;79;22;20;
;80;22;11;
;81;0;4;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
;93;0;0;
;94;0;0;
;95;0;0;
;96;0;0;
